,FIPST,YEAR,V33,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,PPR,PPE
136,18,2003,1000984.0,10457465526.56625,740807957.252548,5794809294.6885605,3921848274.6251407,12396291085.852772,10447.185496038148,12384.105126408385
137,18,2004,1008585.0,12883521601.374304,807609770.4756021,6235827191.244595,5840084639.654107,12750950048.100677,12773.858030185163,12642.41491604642
138,18,2005,1018027.0,13939162581.881796,849798811.1798589,6252855200.113077,6836508570.5888605,13250926938.56411,13692.330932167612,13016.2824154606
139,18,2006,1030133.0,13421564804.383858,858667232.5079573,6240550762.963497,6322346808.912404,13057313952.463722,13028.963060482345,12675.367115181945
140,18,2007,1038921.0,11785065308.161737,863805223.4086206,5895004999.441341,5026255085.311776,12921646456.883518,11343.562511645965,12437.56402737409
141,18,2008,1037906.0,12321982805.21011,879549389.0785444,5830777759.814678,5611655656.316887,11812941241.580643,11871.964132792476,11381.513587531668
142,18,2009,1033617.0,14177510938.371546,1534176428.3783214,6334200790.630908,6309133719.362316,12250088246.442724,13716.406501026537,11851.670634715494
143,18,2010,1046540.0,15166881006.124676,1625640449.326448,7969877755.988818,5571362766.622579,12481287439.754341,14492.404500663784,11926.240219919297
144,18,2011,1047101.0,12758118900.870918,1097552539.22314,7750559734.368494,3910006579.6396227,11740260242.563303,12184.229506867932,11212.156461089526
145,18,2012,1040669.0,12863970196.066765,1166896284.619128,7757453171.4159975,3939620693.3578176,11828921350.256754,12361.2504995025,11366.651019927329
146,18,2013,1040609.0,12597248967.0,1045226967.0,7758313967.0,3793707967.0,11588840967.0,12105.650601714957,11136.594981400314
147,20,1990,430864.0,3596184006.438548,110705057.16882454,1554463675.7765164,1931015273.4932075,3524748390.640347,8346.448082082858,8180.651877716279
148,20,1992,437033.0,3727808633.463,201952955.44007596,1499512564.743437,2026343113.2794864,3710884311.0434723,8529.810411257273,8491.084909019393
149,20,1995,460905.0,4321708822.243792,210087898.19534063,2466103608.965875,1645517315.0825765,4214327403.735097,9376.571792980749,9143.59228850869
150,20,1996,463008.0,4328745103.517161,208290515.01965788,2463647771.432367,1656806817.0651367,4467032646.214537,9349.179935372955,9647.851972783486
151,20,1997,466368.0,4396761506.258436,221265932.1903229,2441516979.7892222,1733978594.278891,4280752216.737618,9427.665505048451,9178.914970018564
152,20,1998,468980.0,4584118076.759878,269973452.9676396,2669756057.7961245,1644388565.9961143,4412121649.82874,9774.655799308879,9407.91003844245
153,20,1999,469758.0,4741789511.503826,282321748.6642653,2927389824.768622,1532077938.0709386,4461066261.691429,10094.11124771441,9496.52004157764
154,20,2000,469377.0,4759587836.703931,299662355.48780495,2978641757.249323,1481283723.9668024,4500982476.1178875,10140.223821584634,9589.269342379126
155,20,2001,468347.0,4843988200.545935,314369707.4054029,2965041532.541887,1564576960.5986447,4592958962.756495,10342.733487234751,9806.743638277805
156,20,2002,470204.0,4951505234.572619,365625090.0185314,2955420155.7192492,1630459988.8348389,4779994426.812601,10530.546814941215,10165.788523306057
157,20,2003,470264.0,5152556905.096262,394029784.24462056,3036296879.087202,1722230241.764439,4835891455.900339,10956.732612099293,10283.354575090458
158,20,2004,469824.0,5399196966.321803,418780081.0685608,2775096681.578134,2205320203.675108,4911198229.709697,11491.95649077485,10453.272352433458
159,20,2005,468481.0,5038233369.541283,425692662.4813312,2815310457.9475136,1797230249.1124382,4862840095.816086,10754.402781631023,10380.015616035838
160,20,2006,467279.0,5372240141.457565,393741479.50890815,3051629358.9124045,1926869303.0362527,5129658928.940514,11496.857640633467,10977.721936873932
