,FIPST,YEAR,V33,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,PPR,PPE
185,23,1990,207461.0,1931361165.5080042,90268901.11933158,854786533.0410103,986305731.3476624,2036132569.9693859,9309.514393105232,9814.531743168045
186,23,1992,211295.0,2003598045.872431,121470281.52096446,849460198.4736903,1032667565.8777763,2040197681.7110105,9482.4678571307,9655.683673115835
187,23,1995,212154.0,2211721506.2479486,119599244.2332932,997706547.9656565,1094415714.048999,2199574003.344088,10425.075682042048,10367.817733081101
188,23,1996,213601.0,2205759750.255021,116777071.30485603,961506040.9467646,1127476638.0034003,2175988473.6505156,10326.542245846325,10187.164262576092
189,23,1997,213241.0,2230754071.6592255,108115694.40348873,971623334.1267781,1151015043.1289585,2217090126.443256,10461.187443593048,10397.109966860295
190,23,1998,212038.0,2303621979.505137,117823097.40043962,995276120.111446,1190522761.9932516,2288594872.110321,10864.194057221523,10793.324178262013
191,23,1999,209822.0,2377662853.0341682,117956069.25809193,1030521302.69148,1229185481.0845962,2365506989.499224,11331.809119320988,11273.874948762399
192,23,2000,208589.0,2412776555.809621,133986849.28861791,1025356137.9573172,1253433568.563686,2480067602.7439027,11567.132283148301,11889.733412327127
193,23,2001,206750.0,2505925748.228069,140251829.5627824,1063355235.9892697,1302318682.6760168,2563903644.020614,12120.559846326814,12400.984977125097
194,23,2002,204949.0,2630779971.1026173,174814621.62844566,1100967803.1109567,1354997546.363215,2650168994.005096,12836.266442395998,12930.870577583184
195,23,2003,203848.0,2738631863.386183,207069773.617214,1107060181.5990937,1424501908.1698751,2727883017.778029,13434.676147846352,13381.946439396163
196,23,2004,201594.0,2748801905.172946,234896713.65040144,1073406546.4175415,1440498645.1050029,2825793059.8208766,13635.335898751679,14017.24783386845
